baseline_presacc_mean,baseline_presacc_STD,baseline_presacc_raw_mean,baseline_presacc_raw_STD,max_visual,mean_visual,max_memory,mean_memory,max_visual_raw,mean_visual_raw,max_raw_memory,mean_memory_raw,Visual_response_STDFromMean,memRespSTDfromMean,above_mean+SD_visual_response,above_mean+SD_memory_response,last_baseline_mean,first_memory_mean,TaskType,baseline_max_raw,visual_response_strength,memory_response_strength,memory_presacc_raw_mean,visual_presacc_raw_mean,baseline_raw_mean,memory_latency,visual_latency,memory_raw_latency,visual_raw_latency,visual_vs_memory_ttest,baseline_vs_memory_ttest,baseline_presacc_max,baseline_max,memory_presacc_max,memory_max,visual_presacc_max,visual_max,baseline_presacc_mean_narrow,baseline_mean,memory_presacc_mean_narrow,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ranksum,memory_response_BC,baseline_presacc_max_raw,memory_presacc_max_raw,baseline_presacc_max_narrow,baseline_max_narrow,memory_presacc_mean_psth,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ttest_from_mean,visual_vs_baseline_ttest,memory_vs_baseline_ttest,visual_vs_memory_ztest,visual_vs_baseline_ztest,memory_vs_baseline_ztest,visual_vs_memory_ttest_h,visual_vs_baseline_ttest_h,memory_vs_baseline_ttest_h,memory_vs_presacc_baseline_ztest,last_baseline_max,first_memory_max,last_baseline_median,first_memory_median,baseline_presacc_median,baseline_median,memory_presacc_median,memory_median,visual_presacc_median,visual_median,memory_vs_baseline_median_ztest,memory_vs_baseline_median_kstest,baseline_modulation_perisacc_max_ranksum,memory_vs_baseline_median_ztest2,baseline_modulation_median,median_visual_response_BC,baseline_modulation_median_gauss,visual_response_median_gauss_BC,memory_response_gauss_mean_BC,memory_response_gauss_max_BC,memory_response_gauss_median_BC,baseline_presacc_gauss_mean,baseline_gauss_mean,baseline_presacc_gauss_mean_narrow,baseline_gauss_mean_narrow,visual_presacc_gauss_mean_narrow,visual_gauss_mean_narrow,baseline_presacc_gauss_max,baseline_gauss_max,memory_presacc_gauss_max,memory_gauss_max,visual_presacc_gauss_mean,visual_gauss_mean,baseline_presacc_gauss_median,baseline_gauss_median,memory_presacc_gauss_median,memory_gauss_median,visual_presacc_gauss_median,visual_gauss_median,baseline_narrow_gauss_mean,memory_narrow_gauss_mean,visual_narrow_gauss_mean,baseline_narrow_gauss_max,memory_narrow_gauss_max,visual_narrow_gauss_max,baseline_narrow_gauss_median,memory_narrow_gauss_median,visual_narrow_gauss_median,memory_gauss_mean_BC,memory_response_gauss_max_BC2,memory_response_gauss_median_BC_narrow,visual_response_gauss_mean_narrow_BC,visual_response_gauss_max_narrow_BC,visual_vs_baseline_gauss_median_narrow,visual_response_mean3_BC,memory_1st_vs_4th_Q_max_ranksum,visual_1st_vs_4th_Q_max_ranksum,new_saccade_baseline_max_ranksum,visual_geomean,visual_geomean_BC,memory_median_latency,visual_median_latency,visual_vs_base_median_p,memory_latency_in_50ms_of_max,visual_latency_in_50ms_of_max,memory_latency_sliding_ranksum,visual_latency_sliding_ranksum,memory_latency_sliding_above_baseline,visual_latency_sliding_above_baseline,memory_latency2,visual_latency2,baseline_presacc_spike_median,baseline_spike_median,memory_presacc_spike_median,memory_spike_median,visual_presacc_spike_median,visual_spike_median,baseline_modulation_spike_median,memory_response_spike_median_BC,visual_response_spike_median_BC,visual_response_spike_median ,memory_response_strength_vs_2D_baseline,memory_response_2D_mean_BC,memory_response_2D_median_BC,early_baseline_mean,early_baseline_max,early_baseline_median,last_memory_mean,last_few_memory_mean,last_memory_max,last_few_memory_max,last_memory_median,last_few_memory_median,visual_modulation_max_perisaccadic,baseline_presacc_median_raw2,baseline_median_raw2,memory_presacc_median_raw2,memory_median_raw2,visual_presacc_median_raw2,visual_median_raw2,baseline_modulation_mean,baseline_modulation_median_ranksum,baseline_presacc_narrowwindow_median,baseline_narrowwindow_median,baseline_presacc_narrowwindow_mean,baseline_narrowwindow_mean,baseline_presacc_narrowwindow_max,baseline_narrowwindow_max,visual_median_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_presacc_narrowwindow_max,visual_narrowwindow_max,memory_narrowwindow_median,memory_presacc_narrowwindow_mean,memory_narrowwindow_mean,memory_presacc_narrowwindow_max_narrow,memory_narrowwindow_max,baseline_modulation_perisacc_median_narrow_window,baseline_modulation_perisacc_mean_narrow_window,baseline_modulation_max_perisacc_narrow,visual_modulation_median,visual_modulation_mean_narrow,visual_modulation_perisacc_max,visual_median_BC,visual_response_mean5_BC,visual_response_peak_BC,memory_vs_base_median_p,memory_response_spike_mean_narrow_BC,memory_response_peak_BC,baseline_median_perisaccadic_modulation,baseline_mean_perisaccadic_modulation,baseline__modulation_perisacc_max,visual_median_perisaccadic_modulation2,visual_mean_perisaccadic_modulation,baseline_pre_vs_eyepos_median,baseline_pre_vs_eyepos_mean,baseline_pre_vs_eyepos_max,baseline_modulation_max,mem_vs_vis_indices,memory_pre_vs_post_sacc,baseline_VS_memory_mean_Indices,pre_vs_post_baseline_mean_indices,subject
0.001,0,0.001,0.001,36.051,8.2115,1.7424,0.001,55.372,52.755,24.064,11.831,36.05,1.7414,1,0,4.9505,9.901,2,28.926,7.21E-08,0.0058222,16.837,4.6396,2.7092,-124,-54,-101,-101,0.020399,0.033331,0,75.758,88.235,110.02,33.333,132.32,0,6.7507,16.965,20.287,4.4904,27.103,0.010339,1.59E-05,0,25.847,0,90.909,49.02,49.02,18.182,81.818,0.016969,5.41E-16,0.00052407,-2.3138,-7.6788,-4.1598,1,1,1,-5.1815,55.556,111.11,0,0,0,0,3.268,4.3573,0,8.0808,-0.93091,0.17595,1,-1.668,1,0.092776,1,3.29E-06,0.00042386,0.0097842,0.0001102,0.019115,5.1641,16.896,15.924,4.5196,22.771,0.8203,39.12,61.833,56.284,23.72,84.46,0,0,9.6171,10.37,0.99345,12.644,1.0238,17.876,18.706,6.5039,46.231,56.657,0.15935,13.354,14.36,0.00032222,0.00037271,8.32E-05,2.10E-08,8.36E-10,0.00038189,1.52E-07,1,1,3456,0,1,-124,-54,0.092776,3333,-79,-8,3,-12,-14,-8,-54,0,1,1,4,0,5.5,0.00022894,0.00028358,1.59E-07,2.79E-19,0.011644,3.18E-05,0.3519,9.901,111.11,0,40.704,29.263,111.11,122.22,55.556,22.222,7.01E-15,0,0,16.934,11.586,4.9587,10.744,0.00025655,1,0,0,0,12.478,0,70.707,30.303,4.8723,40.305,23.232,131.31,13.072,17.771,26.464,69.717,105.66,1,0.00084049,0.00084049,6.35E-09,4.03E-16,8.01E-16,0.0007782,9.00E-05,0.0026384,0.047657,0.00088862,0.0097661,1,0.0024448,0.0021977,0.0017658,8.03E-15,1,0.16706,0.16658,0.00025655,0.092024,0.10989,0.18443,1,1
0.001,1,25.898,11.178,5.412,0.001,6.6895,0.79362,46.281,38.705,30.303,13.325,5.411,6.6885,0,1,39.054,29.703,2,57.851,0.076417,0.90072,11.039,24.982,26.49,156,-70,1,1500,0.18955,0.40589,121.21,141.41,69.717,126.36,104.04,138.38,25.903,32.003,11.087,19.834,25.023,35.144,2.23E-11,0.99983,53.719,18.717,136.36,136.36,39.216,49.02,63.636,109.09,6.10E-11,8.99E-06,0.00015742,-6.5879,-4.4219,3.5789,1,1,1,1.6699,166.67,111.11,0,55.556,5.0505,20.202,1.0893,4.3573,13.131,26.263,2.5543,0.99468,0,1.0432,0.14819,0.010083,0.093484,0.00022155,0.99998,0.99978,0.99999,25.88,32,11.024,14.299,25.004,33.002,78.539,82.712,48.712,54.876,71.035,88.859,20.926,30.171,4.2817,8.0782,20.663,30.501,26.609,13.693,32.203,61.122,40.072,69.793,23.14,10.101,29.312,0.9997,0.99584,0.99958,0.0016987,0.0017304,0.0028132,0.0083714,1,1,3456,0,1,-124,-124,0.25839,3333,-83,-11,-64,37,49,156,-70,4,7,1,5,2,7,9.12E-05,0.99951,7.07E-07,3.98E-18,0.20545,0.00037028,0.011651,27.173,122.22,11.111,19.802,19.032,166.67,144.44,0,0,5.53E-06,24.793,24.793,10.695,13.369,25.62,19.835,0.13097,0.14819,15.152,20.202,24.163,37.928,101.01,136.36,36.364,24.302,42.583,79.798,137.37,11.983,10.701,28.493,50.109,124.18,0.68433,0.0047135,0.044656,5.70E-06,4.97E-10,5.82E-12,0.037645,0.091009,0.4883,0.85157,0.96296,0.85097,0.58109,0.55453,0.96632,0.0050026,4.89E-06,0.58109,0.92149,0.28091,0.16644,0.04541,0.28889,-0.056213,0.076923,1
0.001,1,8.4281,7.1553,11.035,1.2465,8.8257,0.47095,48.76,42.149,31.194,10.737,11.034,8.8257,1,1,25.853,4.9505,2,41.322,0.00031851,0.96747,9.5833,12.609,11.89,128,10,429,241,0.0318,0.097454,65.657,121.21,65.359,99.129,73.737,115.15,9.0009,18.652,9.7176,14.949,12.771,21.752,0.00022051,0.96693,20.661,16.043,90.909,90.909,49.02,49.02,45.455,72.727,0.00031707,2.91E-06,0.15675,-3.5142,-4.5534,1.8375,1,1,0,-2.4696,111.11,55.556,0,0,0,0,1.0893,0,0,4.0404,1,1,1,0.41133,0.3633,0.18539,0.44621,0.005903,0.63711,0.30926,0.76813,9.0058,11.15,9.708,9.6214,12.691,17.801,45.418,44.668,44.734,47.993,51.365,67.197,4.7045,6.881,2.757,2.9545,5.8004,10.742,14.342,9.0254,14.99,40.679,34.276,42.698,9.6505,3.9391,11.064,0.88344,0.85253,0.92218,0.10032,0.055666,0.056457,0.00026695,1,1,3456,0,1,128,10,0.18539,3333,4445,21,-32,102,124,128,10,0,4,0,3,1,5,9.89E-05,0.75847,2.28E-07,1.28E-17,0.068062,0.068919,1,21.122,133.33,0,9.901,14.851,55.556,88.889,0,0,6.34E-08,8.2645,8.2645,8.9127,9.8039,11.57,15.702,0.014802,1,0,5.0505,5.4466,27.035,35.354,116.16,14.141,12.28,30.699,55.556,115.15,3.268,11.043,20.719,54.466,98.039,0.3633,0.00035138,0.00063298,0.0034678,3.50E-12,5.42E-13,0.14298,0.2758,0.57185,0.65959,0.99108,0.929,1,0.59884,0.45547,0.02175,2.64E-06,1,0.20931,0.39315,0.0075138,0.074776,0.2053,-0.10022,0.2973,1
0.001,1,1.1424,2.1042,10.682,2.1893,1.8704,0.001,18.182,16.253,4.1322,0.91333,10.681,1.8694,1,0,0,4.9505,2,6.993,1.40E-05,0.67223,1.7797,1.8493,1.0188,210,206,1,292,8.92E-07,0.42876,12.821,42.735,18.939,31.566,20.202,92.929,1.1424,3.8081,1.8502,2.9253,1.5902,11.501,6.83E-08,0.66838,6.993,5.1653,38.462,38.462,22.727,22.727,18.182,54.545,2.64E-06,2.07E-09,0.51538,-5.2697,-6.7007,0.43545,1,1,0,-1.5255,0,55.556,0,0,0,0,0,0,0,1.0101,1,1,0,1,1,0.3268,1,0.041161,0.89625,0.88987,1,1.0799,2.6701,1.773,1.143,1.6192,2.3661,9.1757,21.375,13.459,10.29,15.178,16.325,0,0,0.050897,0,0,0.14808,3.9036,1.227,2.156,18.251,5.2181,10.84,0.13483,0.01799,0.163,0.98872,0.9883,0.83753,0.38481,0.37425,0.2724,1.22E-05,1,1,3456,0,1,-124,206,0.3268,3333,4445,114,134,82,139,210,206,0,2,0,1,0,2,0.0017857,0.8998,8.10E-08,4.97E-19,0.67096,0.67872,1,1.9802,22.222,0,9.901,2.9703,111.11,33.333,0,0,2.32E-10,0,0,1.0331,0.51653,1.6529,3.3058,0.15228,1,0,0,2.2624,6.2846,12.821,38.462,1.0101,1.7825,17.647,13.131,92.929,0,2.0796,4.902,11.364,27.778,1,0.32968,0.28378,0.16309,1.87E-13,1.54E-12,0.3268,0.0018846,0.0032952,1,0.55188,0.61157,1,0.82277,0.82277,0.16309,1.04E-11,1,0.94428,0.94428,0.15228,0.4929,0.25,-0.15033,0.53846,1
0.001,1,12.324,7.1245,15.05,4.6318,3.0731,0.14104,76.86,72.314,13.43,5.6031,15.05,3.0721,1,1,17.602,14.851,2,38.462,2.55E-05,0.98299,5.2267,10.556,10.964,62,22,1,256,6.35E-12,0.0081609,81.197,132.48,42.929,78.283,78.788,212.12,12.524,17.263,5.0755,10.376,10.511,44.974,3.45E-12,0.98772,34.965,11.364,76.923,76.923,34.091,45.455,45.455,109.09,3.91E-12,1.19E-13,0.024932,-6.8597,-7.1943,2.2481,1,1,1,-0.45097,111.11,111.11,0,0,4.2735,0,0,1.2626,1.0101,26.263,-0.50175,0.30792,0,2.0763,0.30536,0.010915,0.47582,5.68E-06,0.99997,0.9998,0.99797,12.54,14.214,5.0109,5.2552,10.47,22.356,58.112,67.924,31.653,31.884,54.825,92.13,6.2379,4.3839,0.53389,1.065,2.7309,14.03,17.537,5.2763,23.991,55.017,19.49,64.977,9.2902,2.8321,18.415,0.9999,0.99989,0.99905,0.0070754,0.0094574,0.0036552,1.16E-05,1,1,3456,0,1,-124,22,0.0024917,3333,-3,-53,13,49,73,62,22,1,4,0,2,0,7.5,0.00086657,0.98719,1.50E-07,1.62E-18,0.035807,0.025832,0.61585,8.6909,77.778,0,4.9505,3.9604,55.556,44.444,0,0,2.30E-11,10.49,10.49,5.1653,5.1653,10.744,32.231,0.062219,0.35597,4.2735,12.821,13.994,29.244,68.376,132.48,44.444,13.151,62.389,59.596,212.12,2.5253,5.5209,16.686,30.303,78.283,0.30536,0.040758,0.045847,9.01E-11,5.04E-14,2.50E-13,0.0034922,0.0011023,0.0046638,0.98107,0.98273,0.98299,0.35597,0.43893,0.12827,2.24E-07,3.14E-13,0.35597,0.62058,0.85264,0.10358,0.46087,0.29167,-0.25714,0.24,1
5.84E-16,1,23.752,12.403,22.619,7.6086,1.2957,0.001,115.7,106.23,37.879,9.6578,22.619,1.2947,1,1,29.703,34.653,2,40.404,2.36E-08,0.99841,17.702,14.729,20.152,-124,-124,1,260,2.45E-07,0.015566,123.46,175.93,101.85,83.333,88.384,265.15,22.858,28.939,18.519,17.693,14.764,64.894,0.00012026,0.96413,60.606,53.03,111.11,83.333,166.67,166.67,45.455,181.82,2.71E-06,1.07E-23,0.046297,-3.6721,-7.7186,1.8008,1,1,1,1.1674,166.67,111.11,0,55.556,6.1728,3.0864,9.2593,9.2593,2.5253,44.192,-0.76528,0.22205,0,0.80377,0.11895,1.23E-06,0.64517,7.46E-10,0.81599,0.92089,0.67056,22.81,20.915,18.524,15.212,14.705,42.712,89.839,86.32,69.795,57.683,64.552,141.88,12.803,12.888,15.223,9.3843,5.0839,32.464,19.272,19.812,42.242,57.117,51.034,106.01,13.348,13.962,35.179,0.55315,0.6804,0.55345,3.57E-08,4.14E-08,1.60E-07,2.29E-08,1,1,3456,0,1,-124,-124,1.92E-07,3333,-97,-89,29,6125,72,-89,-97,2,5,0,3,1,12,6.87E-05,0.91442,1.80E-09,1.02E-15,0.0039721,0.082903,0.44411,38.724,222.22,11.111,11.001,14.301,111.11,77.778,0,0,1.11E-14,22.727,17.677,15.152,7.5758,14.463,42.355,0.14981,0.57442,3.0864,18.519,19.003,40.668,74.074,169.75,59.343,15.424,83.234,65.657,265.15,9.2593,7.0806,21.786,27.778,83.333,0.040066,0.0032676,0.00014278,2.17E-10,4.85E-15,3.23E-15,0.0002259,9.60E-07,4.90E-05,0.78924,0.98093,0.99568,0.57442,0.18887,0.98685,3.05E-12,5.88E-15,0.57442,0.02993,0.03506,0.038528,0.52174,-0.1,-0.35714,0.17526,1
1.28E-15,1,2.5003,2.5125,15.669,3.7607,4.0664,0.0016457,25.826,22.727,15.152,1.6556,15.668,4.0664,1,1,0,0,2,15.152,1.16E-05,0.93899,1.6502,1.4626,2.2995,-68,72,-7,257,0.0071053,0.15652,27.778,55.556,9.2593,27.778,16.414,88.384,2.4141,5.7756,1.6502,2.4752,1.2876,12.126,0.001596,0.95451,10.101,15.152,55.556,55.556,83.333,83.333,22.727,56.818,0.0065576,4.97E-13,0.11145,-2.9486,-7.1698,1.6902,1,1,0,0.11577,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.34494,0.01359,0.75554,0.75547,0.74971,2.3766,3.226,1.6748,0.86732,1.317,5.3192,19.37,22.86,9.5612,8.2165,12.407,37.676,0,0.10187,0,0,0.027057,0.83731,2.3818,1.615,3.8068,13.837,6.649,17.707,0.43861,0.073864,0.90544,0.80888,0.83971,0.24351,0.0039579,0.0047985,0.09537,1.02E-06,1,1,3456,0,1,-68,72,1,3333,4445,269,66,102,24,102,72,0,1,0,1.5,0,2,2.45E-06,0.63636,7.13E-09,2.59E-15,0.14036,0.10528,1,6.9307,66.667,0,4.9505,2.9703,55.556,33.333,0,0,4.35E-12,2.5253,0,0,0,1.0331,6.1983,0.012173,1,0,0,1.634,10.046,12.346,55.556,1.2626,1.6587,18.32,12.626,85.859,0,2.1786,4.902,9.2593,27.778,1,0.00028563,0.00063536,0.16422,4.02E-13,6.32E-12,0.2729,0.0056299,0.01945,1,0.93594,0.93899,1,0.7264,0.98521,1,3.75E-13,1,0.59564,0.55548,0.032105,0.52174,0.5,-0.33333,0.33333,1
0.001,1,19.302,9.8426,20.386,6.6489,1.4254,0.001,94.008,85.399,37.879,8.5541,20.385,1.4244,1,0,19.802,29.703,2,35.354,5.04E-09,0.98514,16.052,12.09,16.565,-124,-124,1,260,8.21E-06,0.064251,98.765,148.15,111.11,83.333,75.758,222.22,18.641,24.539,16.868,15.86,12.139,50.48,0.00012006,0.8981,47.98,53.03,83.333,83.333,166.67,166.67,45.455,147.73,1.01E-05,2.91E-22,0.19891,-3.6726,-7.6742,1.2708,1,1,0,0.40035,111.11,111.11,0,55.556,3.0864,6.1728,9.2593,9.2593,2.5253,32.828,-0.2907,0.38564,0,1.2899,0.16176,6.71E-05,0.28393,2.10E-09,0.56618,0.88018,0.43131,18.617,17.186,16.855,14.424,12.089,35.225,71.199,74.419,75.12,51.199,54.992,117.05,10.899,8.8168,9.5696,8.7404,3.5318,27.202,18.769,17.75,34.332,55.439,44.55,82.368,12.125,13.928,29.682,0.52678,0.5135,0.40525,8.01E-08,6.04E-07,5.55E-08,9.87E-09,1,1,3456,0,1,-124,-124,0.00032604,3333,-97,-26,58,150,110,150,-97,2,4,0.5,3,1,10,8.81E-05,0.84985,5.69E-09,2.62E-15,0.035412,0.22862,0.77128,38.944,200,22.222,6.0506,13.091,55.556,77.778,0,0,2.77E-15,17.677,17.677,15.152,7.5758,11.364,36.157,0.36644,0.57442,3.0864,12.346,16.219,34.556,67.901,145.06,49.242,12.28,68.38,53.03,222.22,0,4.902,21.06,18.519,83.333,0.16176,0.0026893,0.0002732,5.35E-12,3.38E-15,2.83E-15,1.68E-05,4.92E-06,7.28E-05,0.90145,0.93421,0.97654,0.34494,0.24783,0.87927,2.43E-08,8.32E-15,0.34494,0.047407,0.044952,0.03146,0.45455,-0.14286,-0.28,0.2,1
0.001,1,0.41254,1.1859,2.9926,0.46088,2.1611,0.001,3.8685,2.7402,3.0303,0.72747,2.9916,2.1601,1,0,0,4.9505,2,3.7879,0.0029598,0.078573,0.78008,0.79476,0.55188,402,228,1,1500,0.21727,0.15459,4.6296,9.2593,9.2593,22.222,9.4563,30.733,0.41254,1.6502,0.82508,2.1452,0.7139,3.312,0.098707,0.15257,3.7879,3.0303,41.667,41.667,16.667,16.667,10.638,21.277,0.15139,4.71E-05,0.64628,-1.289,-3.8555,-1.0255,0,1,0,-1.9717,0,55.556,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.16386,0.072101,0.072101,1,0.41455,0,0.81298,0.43496,0.75631,1.1322,3.4706,0,6.754,4.9229,7.0694,8.8518,0,0,0,0,0,0.037294,0,0.64834,1.2135,0,2.6596,5.5155,0,0.058428,0.10086,0.19282,0.19275,0.28104,0.088534,0.088454,0.021603,0.0030747,1,1,3456,0,1,-124,228,1,3333,4445,-125,3452,-125,99,402,228,0,1.5,0,1,0,1,0.027778,1,0.0031469,1.11E-06,0.15715,0.30515,1,0,0,0,0,1.9802,0,22.222,0,0,0.00011857,0,0,0,0,0,0.96712,0.51358,1,0,0,0.54466,1.7248,4.6296,9.2593,0,0.11589,5.8175,2.3641,30.733,0,0.58097,3.9216,3.7037,22.222,1,0.51386,0.57967,1,3.12E-08,9.49E-08,1,0.023215,0.01245,1,0.11438,0.078573,1,0.35932,0.35932,1,5.77E-05,1,1,1,0.57967,0.16071,0.41176,0.41176,0.33333,1
0.001,1,0.76161,1.4504,8.3479,2.0559,3.2048,0.001,9.8039,7.1301,7.5758,1.9316,7.1148,3.2038,1,0,9.901,4.9505,2,10.49,5.59E-07,0.9201,2.344,1.456,2.0377,258,-62,520,4,0.025165,0.17773,4.2735,51.282,27.778,37.037,16.34,55.556,0.76161,5.3313,2.3607,3.5066,1.4776,6.4281,0.0026397,0.95209,3.4965,5.6818,38.462,38.462,20.833,20.833,19.608,29.412,0.0076538,1.14E-08,0.098086,-2.7895,-6.0108,1.6655,1,1,0,-2.839,55.556,55.556,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.050379,0.59364,0.60972,0.92152,0.75863,1.8943,2.3754,1.1192,1.4658,3.9251,3.0688,12.275,20.554,10.092,11.602,25.684,0.13483,0.13483,0,0,0.096191,0.20773,1.8543,1.6145,4.3981,8.366,8.1835,18.678,0.72345,0.14607,0.86875,0.56143,0.54414,0.5134,0.0018544,0.0018359,0.0032996,1.09E-05,1.18E-07,1,3456,0,1,-124,-62,1,3333,4445,3452,190,-18,56,258,-62,0,1,0,1,0,1,0.0033937,0.34193,5.87E-06,1.17E-13,0.17138,0.10318,1,3.9604,44.444,0,4.9505,2.9703,55.556,33.333,0,0,5.62E-09,0,0,1.8939,1.8939,1.7825,2.6738,0.00057659,1,0,0,1.5083,7.5415,4.2735,42.735,0,1.1748,10.445,8.7146,55.556,0,2.6779,6.5359,16.204,37.037,1,0.004588,0.0017563,1,4.07E-13,2.47E-12,1,0.091745,0.11017,1,0.69686,0.69686,1,0.20518,0.15378,1,9.23E-10,1,0.6439,0.57847,0.00014436,0.2,0.14286,-0.16129,0.84615,1
4.39E-16,1,10.295,3.9743,7.0189,1.7826,3.3768,0.35928,34.545,31.212,33.058,15.411,7.0179,3.3768,1,1,4.9505,19.802,2,34.091,5.78E-09,0.022267,13.31,13.789,11.693,144,122,404,192,0.16973,0.049461,62.5,90.278,85.859,114.48,78.889,124.44,10.485,16.33,13.418,19.552,13.586,25.633,0.0034273,0.083912,19.886,27.548,62.5,93.75,60.606,60.606,50,70,0.0026242,1.19E-10,0.26127,-2.7038,-6.0334,-1.3792,1,1,0,-3.2183,55.556,111.11,0,0,0,3.4722,0,0,1.1111,7.7778,1.4797,0.93052,0,1.309,0.16372,0.059748,0.57476,0.17604,0.020809,0.086492,0.052472,10.468,8.3826,13.394,12.4,13.523,16.2,43.71,38.522,57.578,48.986,55.41,59.994,4.3721,3.735,5.5609,5.9814,6.0819,9.6247,7.6006,11.278,17.556,25.185,38.57,49.451,5.0832,5.3394,11.742,0.036014,0.070408,0.23367,0.0055317,0.0024815,0.053656,7.47E-07,1,1,3456,0,1,-124,-124,0.20977,3333,4445,30,20,190,63,190,122,1,2.5,1,5,1,4.5,0.0099068,0.023352,5.67E-05,2.28E-09,0.044535,0.16782,0.16373,10.011,66.667,0,29.703,15.842,111.11,88.889,0,0,1.11E-09,11.364,11.364,13.774,15.152,13.636,20,0.12296,0.3485,3.4722,6.9444,12.255,18.995,52.083,90.278,16.667,12.092,32.048,57.778,121.11,1.6835,9.3748,24.889,48.822,114.48,0.57574,0.092759,0.015295,0.00029282,1.99E-13,6.24E-14,0.084909,6.98E-05,0.00073164,0.90473,0.01999,0.022267,1,0.69155,0.32008,0.014146,8.03E-10,1,0.90884,0.6847,0.040804,0.041714,0.14286,0.11819,0.18182,1
0.001,1,5.8787,2.6728,2.5024,0.12857,2.8558,0.060239,10.909,8.3333,6.8871,1.9475,2.5024,2.8558,1,1,0,9.901,2,17.045,0.037582,0.96861,1.8411,4.6895,5.1644,226,50,1,1500,0.00048368,0.06204,52.083,59.028,21.886,43.771,38.889,70,6.085,7.4601,1.7668,4.2171,4.3344,9.1089,1.81E-05,0.99614,11.364,5.5096,62.5,62.5,30.303,15.152,20,30,6.38E-05,3.49E-05,0.0081663,-4.13,-4.0868,2.6644,1,1,1,0.87312,0,111.11,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.43843,0.71783,0.99736,0.97325,0.99168,5.9509,5.8613,1.8095,2.1056,4.4341,3.5414,37.292,28.196,15.025,16.608,28.509,23.636,1.2631,0.87998,0.053116,0.023986,0.43026,0.24822,5.4108,1.8294,3.1321,20.03,8.5103,12.767,2.143,0.44559,0.9998,0.99413,0.99166,0.9694,0.80842,0.78636,0.3736,0.021607,1,1,3456,0,1,-124,-124,1,3333,4445,54,6,-74,2,226,50,0,3,0,1,0,2,0.00058275,0.99767,0.00053968,2.61E-10,0.06691,0.0082749,1,6.9307,66.667,0,4.9505,2.6403,55.556,33.333,0,0,1.70E-05,5.6818,5.6818,1.3774,1.3774,3.6364,4.5455,0.25041,1,0,0,6.0594,10.825,31.25,59.028,0,3.5512,13.943,25.556,68.889,0,0.92428,7.4272,10.101,40.404,1,0.020505,0.013727,1,1.33E-10,1.26E-08,1,0.058257,0.16333,1,0.9728,0.98403,1,0.55322,0.23477,1,2.19E-05,1,0.58692,0.36817,0.50215,0.23054,0.33333,-0.14841,0.0625,1
7.52E-16,1,10.379,6.0055,7.4623,2.1996,4.6327,0.001,32.727,29.848,23.416,9.3454,7.4623,4.6317,1,1,4.9505,9.901,2,25.568,2.39E-05,0.97413,10.665,9.55,9.6798,58,98,1,745,5.03E-06,0.065129,62.5,90.278,55.556,72.391,61.111,115.56,10.554,15.092,10.684,11.368,9.67,22.618,9.46E-06,0.88855,25.568,16.529,62.5,93.75,45.455,60.606,30,60,5.99E-06,7.45E-09,0.1291,-4.2772,-5.3485,1.2188,1,1,0,-0.39326,55.556,55.556,0,0,0,6.9444,0,0,0,6.6667,2.0836,0.9814,0,2.0836,0.16372,0.076762,0.4851,0.0030838,0.40315,0.64467,0.36109,10.513,9.8554,10.681,10.55,9.7012,14.384,44.397,44.747,40.522,42.015,44.727,54.306,4.6893,2.9884,4.7372,4.4623,3.6527,7.7459,11.228,9.0933,15.253,39.37,29.723,44.202,5.8879,4.9164,10.599,0.88832,0.9517,0.86043,0.00021204,0.0021613,0.00014145,0.00019655,1,1,3456,0,1,-124,98,0.52638,3333,4445,-33,-17,10,14,58,98,1,3,0,3,0,4,0.00058275,0.88986,3.81E-05,5.45E-10,0.054857,0.23128,0.043238,11.771,88.889,0,19.802,8.9109,55.556,55.556,0,0,6.17E-09,8.5227,8.5227,11.019,8.2645,9.0909,16.364,0.23594,0.16372,0,6.9444,12.187,20.969,48.611,90.278,12.222,8.7146,29.499,38.889,115.56,0,11.586,15.317,52.189,72.391,0.16372,0.048858,0.0044844,0.00024004,2.26E-11,3.44E-12,0.20769,0.019943,0.022815,0.9814,0.95313,0.97413,1,0.69139,0.10848,0.0061154,4.43E-08,1,0.14832,0.063485,0.01463,0.22967,0.13158,-0.10996,0.18182,1
