baseline_presacc_mean,baseline_presacc_STD,baseline_presacc_raw_mean,baseline_presacc_raw_STD,max_visual,mean_visual,max_memory,mean_memory,max_visual_raw,mean_visual_raw,max_raw_memory,mean_memory_raw,Visual_response_STDFromMean,memRespSTDfromMean,above_mean+SD_visual_response,above_mean+SD_memory_response,last_baseline_mean,first_memory_mean,TaskType,baseline_max_raw,visual_response_strength,memory_response_strength,memory_presacc_raw_mean,visual_presacc_raw_mean,baseline_raw_mean,memory_latency,visual_latency,memory_raw_latency,visual_raw_latency,visual_vs_memory_ttest,baseline_vs_memory_ttest,baseline_presacc_max,baseline_max,memory_presacc_max,memory_max,visual_presacc_max,visual_max,baseline_presacc_mean_narrow,baseline_mean,memory_presacc_mean_narrow,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ranksum,memory_response_BC,baseline_presacc_max_raw,memory_presacc_max_raw,baseline_presacc_max_narrow,baseline_max_narrow,memory_presacc_mean_psth,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ttest_from_mean,visual_vs_baseline_ttest,memory_vs_baseline_ttest,visual_vs_memory_ztest,visual_vs_baseline_ztest,memory_vs_baseline_ztest,visual_vs_memory_ttest_h,visual_vs_baseline_ttest_h,memory_vs_baseline_ttest_h,memory_vs_presacc_baseline_ztest,last_baseline_max,first_memory_max,last_baseline_median,first_memory_median,baseline_presacc_median,baseline_median,memory_presacc_median,memory_median,visual_presacc_median,visual_median,memory_vs_baseline_median_ztest,memory_vs_baseline_median_kstest,baseline_modulation_perisacc_max_ranksum,memory_vs_baseline_median_ztest2,baseline_modulation_median,median_visual_response_BC,baseline_modulation_median_gauss,visual_response_median_gauss_BC,memory_response_gauss_mean_BC,memory_response_gauss_max_BC,memory_response_gauss_median_BC,baseline_presacc_gauss_mean,baseline_gauss_mean,baseline_presacc_gauss_mean_narrow,baseline_gauss_mean_narrow,visual_presacc_gauss_mean_narrow,visual_gauss_mean_narrow,baseline_presacc_gauss_max,baseline_gauss_max,memory_presacc_gauss_max,memory_gauss_max,visual_presacc_gauss_mean,visual_gauss_mean,baseline_presacc_gauss_median,baseline_gauss_median,memory_presacc_gauss_median,memory_gauss_median,visual_presacc_gauss_median,visual_gauss_median,baseline_narrow_gauss_mean,memory_narrow_gauss_mean,visual_narrow_gauss_mean,baseline_narrow_gauss_max,memory_narrow_gauss_max,visual_narrow_gauss_max,baseline_narrow_gauss_median,memory_narrow_gauss_median,visual_narrow_gauss_median,memory_gauss_mean_BC,memory_response_gauss_max_BC2,memory_response_gauss_median_BC_narrow,visual_response_gauss_mean_narrow_BC,visual_response_gauss_max_narrow_BC,visual_vs_baseline_gauss_median_narrow,visual_response_mean3_BC,memory_1st_vs_4th_Q_max_ranksum,visual_1st_vs_4th_Q_max_ranksum,new_saccade_baseline_max_ranksum,visual_geomean,visual_geomean_BC,memory_median_latency,visual_median_latency,visual_vs_base_median_p,memory_latency_in_50ms_of_max,visual_latency_in_50ms_of_max,memory_latency_sliding_ranksum,visual_latency_sliding_ranksum,memory_latency_sliding_above_baseline,visual_latency_sliding_above_baseline,memory_latency2,visual_latency2,baseline_presacc_spike_median,baseline_spike_median,memory_presacc_spike_median,memory_spike_median,visual_presacc_spike_median,visual_spike_median,baseline_modulation_spike_median,memory_response_spike_median_BC,visual_response_spike_median_BC,visual_response_spike_median ,memory_response_strength_vs_2D_baseline,memory_response_2D_mean_BC,memory_response_2D_median_BC,early_baseline_mean,early_baseline_max,early_baseline_median,last_memory_mean,last_few_memory_mean,last_memory_max,last_few_memory_max,last_memory_median,last_few_memory_median,visual_modulation_max_perisaccadic,baseline_presacc_median_raw2,baseline_median_raw2,memory_presacc_median_raw2,memory_median_raw2,visual_presacc_median_raw2,visual_median_raw2,baseline_modulation_mean,baseline_modulation_median_ranksum,baseline_presacc_narrowwindow_median,baseline_narrowwindow_median,baseline_presacc_narrowwindow_mean,baseline_narrowwindow_mean,baseline_presacc_narrowwindow_max,baseline_narrowwindow_max,visual_median_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_presacc_narrowwindow_max,visual_narrowwindow_max,memory_narrowwindow_median,memory_presacc_narrowwindow_mean,memory_narrowwindow_mean,memory_presacc_narrowwindow_max_narrow,memory_narrowwindow_max,baseline_modulation_perisacc_median_narrow_window,baseline_modulation_perisacc_mean_narrow_window,baseline_modulation_max_perisacc_narrow,visual_modulation_median,visual_modulation_mean_narrow,visual_modulation_perisacc_max,visual_median_BC,visual_response_mean5_BC,visual_response_peak_BC,memory_vs_base_median_p,memory_response_spike_mean_narrow_BC,memory_response_peak_BC,baseline_median_perisaccadic_modulation,baseline_mean_perisaccadic_modulation,baseline__modulation_perisacc_max,visual_median_perisaccadic_modulation2,visual_mean_perisaccadic_modulation,baseline_pre_vs_eyepos_median,baseline_pre_vs_eyepos_mean,baseline_pre_vs_eyepos_max,baseline_modulation_max,mem_vs_vis_indices,memory_pre_vs_post_sacc,baseline_VS_memory_mean_Indices,pre_vs_post_baseline_mean_indices,subject
3.96E-16,0.72982,0.56256,0.72982,7.5758,0.27594,2.439,0.001,7.5758,7.5758,2.9326,0.37385,0,1.6977,0,1,0,4.9505,4,2.2727,0.32504,0.48395,0.4936,0.001,0.24834,334,358,417,809,0.81153,0.96032,5.5556,6.9444,8.9606,7.1685,0,9.2593,0.49505,0.61881,0.63877,0.79847,0,0.82508,0.43109,0.46397,2.2727,1.4663,12.5,12.5,16.129,16.129,0,83.333,0.97869,0.34089,0.69957,-0.17361,1,-0.090442,0,0,0,-0.41243,0,55.556,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0.86394,0.86687,1,0.51166,0.44661,0.64237,0.16012,0,0,4.6775,3.9894,6.6479,1.2869,0,0,0,0,0,0,0,0,0.50135,0.31852,0,2.1921,1.2869,0,0.077778,0.056543,0,0.77029,0.77904,0.64278,1,1,1,0.32504,1,0.05,0.3224,0,1,-124,358,1,3333,4445,3452,3452,115,6125,334,358,0,1,0,1,0,0,1.82E-10,0.73214,1,1,0.96791,0.92794,1,0.9901,11.111,0,0,1.9802,0,11.111,0,0,0.5,0,0,0,0,0,0,0.73173,1,0,0,0.92593,1.2255,5.5556,6.9444,0,0,1.634,0,9.2593,0,0.31626,1.5813,1.7921,7.1685,1,0.69913,0.73173,1,0.5,0.5,1,0.40069,0.40069,1,0.46397,0.48395,1,0.81275,0.73173,1,0.5,1,0.4048,0.4048,0.73173,0.12727,-0.11111,0.015873,0.11111,1
2.24E-16,1,1.3201,2.029,11.134,1.3875,7.9534,0.81858,13.369,12.923,9.5137,2.3312,11.134,7.9534,1,1,4.9505,14.851,4,15.152,0.00097772,0.86629,1.5071,0.63536,3.2009,248,214,776,84,0.95784,0.25008,14.815,59.259,12.92,45.22,6.5359,45.752,1.3201,6.344,1.4967,5.6285,0.77655,4.4652,0.61386,0.60732,6.0606,4.2283,33.333,33.333,34.884,11.628,29.412,58.824,0.40633,7.40E-05,0.67981,0.28939,-3.7247,0.27235,0,1,0,-2.9745,55.556,166.67,0,0,0,0,0,0,0,0,1,1,1,1.7325,0.35065,1,0.35065,1,0.62534,0.60768,0.60934,1.433,1.6139,1.4919,1.3609,0.76253,2.3667,11.475,10.573,9.4595,9.1557,4.6934,23.227,0,0.029546,0.5474,0.14305,0,0,2.0574,1.404,1.9269,9.1681,5.9989,9.3404,0.37518,0.50238,0.20622,0.65217,0.64727,0.66277,0.1688,0.17503,0.26431,0.00078535,1,1,0.65879,0,1,248,214,1,3333,4445,-50,76,77,10,248,214,0,1,0,1.75,0,1,0.00013081,0.20269,1.58E-05,5.65E-06,0.27614,0.79983,1,7.1507,77.778,0,11.001,5.1705,55.556,22.222,0,0,2.65E-05,0,3.0303,1.0571,2.1142,0,0,0.0026623,1,0,3.7037,1.9608,11.765,11.111,59.259,0,0.70486,8.1379,6.5359,45.752,0,1.3427,8.6133,6.4599,43.928,0.35065,0.00099631,0.00099472,1,1.10E-05,2.65E-05,0.87017,0.74098,0.81206,0.95841,0.8029,0.88878,1,0.9591,0.64043,1,9.78E-05,1,0.093711,0.14952,0.0026587,0.005848,0.55556,-0.13438,0.6,1
0.001,1,1.2601,1.6745,8.3086,0.902,5.0192,1.1728,26.738,23.173,8.2645,3.5302,8.3076,5.0182,1,1,4.9505,0,4,15.152,1.37E-05,0.12051,2.0866,4.2622,2.2878,236,108,604,320,0.20665,0.21384,11.111,44.444,20.202,58.081,32.68,71.895,1.1001,4.6571,2.1377,6.7382,4.3034,11.033,0.012542,0.19626,6.0606,5.1653,33.333,33.333,22.727,22.727,29.412,88.235,0.014841,0.0041876,0.1719,-2.2401,-2.9657,-0.85507,1,1,0,-3.9324,55.556,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.56114,0.070907,0.079475,0.11934,1.1796,1.289,2.1172,2.806,4.2465,4.4693,8.9036,10.638,14.201,18.804,25.211,28.199,0,0,0.27939,0.20349,1.6426,0.54431,1.8691,3.0147,4.0719,7.9788,13.048,17.769,0.11686,0.57953,0.32421,0.091384,0.12673,0.10734,0.26292,0.19355,0.38497,1.17E-05,5.24E-09,1,0.05848,0,1,236,108,1,3333,4445,-25,50,58,-30,236,108,0,1,0,1,0,2,2.28E-05,0.096814,2.41E-06,7.20E-07,0.24103,0.39251,1,3.9604,33.333,0,9.901,11.551,55.556,88.889,0,0,0.00083821,0,0,2.0661,3.0992,2.6738,5.3476,0.0016361,1,0,0,1.6703,8.7146,11.111,44.444,0,3.7165,16.917,16.34,71.895,0,2.0796,11.24,13.889,58.081,1,0.00087053,0.0013405,1,5.22E-05,2.83E-05,1,0.0029009,0.0066907,1,0.20615,0.12051,1,0.3046,0.25055,1,0.0015098,1,0.40793,0.43258,0.0013405,0.10629,0.48387,0.133,0.6,1
0.001,1,0.57006,1.1902,5.7922,0.57606,3.6822,0.56249,10.695,9.3583,4.1322,1.0125,5.7922,2.9668,1,1,19.802,4.9505,4,12.121,0.00070433,0.96188,0.45005,0.87362,1.8463,258,88,1,288,0.08077,0.036717,7.4074,48.148,5.0505,27.778,9.8039,42.484,0.66007,4.9505,0.45005,2.4752,0.8089,4.3681,0.023203,0.98513,3.0303,2.0661,33.333,66.667,11.364,11.364,29.412,58.824,0.020863,0.00067353,0.014008,-1.9917,-3.2906,2.1736,1,1,1,-2.465,166.67,55.556,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.79785,0.7981,0.29289,0.63283,0.72244,0.46405,0.53297,0.79236,0.46563,5.306,7.442,4.0545,3.6666,7.0285,7.7766,0,0,0,0.023684,0,0,1.1522,0.45965,0,5.3192,2.0271,0,0,0.079674,0,0.77541,0.79655,0.21036,0.96565,0.96565,0.93035,0.00062888,1,1,0.92664,0,1,258,88,1,3333,4445,3452,3452,142,30,258,88,0,1,0,1,0,1,3.69E-05,0.95379,0.00049696,0.00023037,0.079622,0.031246,1,4.9505,44.444,0,4.9505,3.9604,55.556,44.444,0,0,0.0010722,0,0,0,1.0331,0,0,0.0010241,1,0,0,0.65359,9.1503,3.7037,48.148,0,1.6019,7.8816,9.8039,42.484,0,0,4.902,0,27.778,1,0.00028631,0.00028631,1,0.00053486,0.0010722,1,0.5,0.58954,1,0.96188,0.96188,1,0.70135,0.60836,1,0.00049988,1,0.21655,0.21315,0.0011688,0.2093,0.69231,-0.26829,0.73333,1
3.80E-15,1,10.021,5.0841,12.649,3.1373,9.4625,2.2288,93.583,78.877,38.223,17.377,12.649,9.4625,1,1,47.305,14.851,4,33.333,8.72E-07,0.08005,10.955,19.22,16.486,134,80,209,21,2.08E-07,0.2048,66.667,118.52,73.232,135.1,94.771,218.95,9.9743,22.809,11.026,22.865,18.702,53.582,1.62E-07,0.47568,24.242,17.562,66.667,133.33,34.091,90.909,88.235,147.06,1.73E-10,6.55E-06,0.98547,-5.1089,-4.0834,-0.061003,1,1,0,-3.8589,222.22,111.11,0,0,0,3.7037,1.2626,3.7879,9.8039,42.484,0,0.5,1,-0.3601,0.037799,0.00010246,0.099859,0.041077,0.3803,0.47541,0.58719,9.936,16.497,10.879,16.833,18.81,28.773,46.661,67.537,51.496,67.905,65.688,100.28,3.702,8.2581,3.8938,8.1762,12.085,19.67,15.05,17.99,27.041,44.915,52.179,71.399,9.7872,13.481,18.006,0.23489,0.17735,0.28042,0.12781,0.16427,0.094136,1.27E-06,1,1,0.043364,0,1,134,80,0.00047957,-41,4445,-8,-11,64,31,134,80,0,4,0,5,1,9,6.51E-05,0.2562,9.16E-06,7.62E-06,0.1601,0.95136,1,22.992,111.11,11.111,18.152,32.893,111.11,177.78,0,22.222,1.39E-05,9.0909,16.667,10.331,16.529,18.717,37.433,0.0016774,0.35065,0,14.815,11.256,29.267,55.556,118.52,62.092,22.235,74.33,78.431,218.95,17.677,12.205,34.041,53.03,135.1,0.037799,0.0015458,0.0012661,6.55E-05,5.79E-06,6.76E-06,0.00018037,1.94E-06,2.28E-05,0.35938,0.13521,0.08005,1,0.061767,0.012002,0.0025675,2.22E-05,1,0.78564,0.46925,0.0017725,0.23684,0.29697,0.065383,0.28,1
0.001,1,2.9212,1.481,11.026,1.7132,3.2741,0.001,11.364,10.417,5.8275,1.4742,10.186,3.2731,1,0,4.9505,4.9505,4,4.9587,0.045596,0.98388,2.2733,0.33753,2.1564,180,74,1,264,0.15728,0.02161,26.263,47.475,19.943,31.339,3.4722,45.139,2.8903,5.2305,2.2002,3.2298,0.30941,4.3317,0.20326,0.98401,6.6116,4.662,27.273,18.182,12.821,38.462,31.25,31.25,0.28218,0.00057526,0.021144,-0.83004,-3.5608,2.1448,0,1,1,-0.60554,55.556,55.556,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.33905,1,0.99083,0.99308,0.7655,2.8839,2.6731,2.194,1.1308,0.31945,1.7347,18.917,18.135,14.707,8.9567,2.9035,18.12,0.13977,0.33597,0.31887,0.015263,0,0,3.2014,0.96582,2.0901,12.255,5.1486,9.9736,1.2758,0.089889,0.2191,0.99267,0.99117,0.97047,0.14028,0.13981,0.08186,0.097994,1,1,0.91238,0,1,-124,74,1,3333,4445,17,3452,-124,97,180,74,0,2,0,1,0,1,4.96E-15,0.99705,8.45E-10,8.45E-06,0.032971,0.03264,1,4.0704,44.444,0,0,0.9901,0,11.111,0,0,0.00018298,2.4793,2.4793,2.331,1.1655,0,2.8409,0.0047642,1,0,0,3.6839,9.1899,22.222,47.475,0,0,7.9657,0,45.139,0,1.8435,5.7539,11.396,31.339,1,5.13E-05,0.00015556,1,3.49E-05,3.49E-05,1,0.73472,0.67585,1,0.9831,0.98388,1,0.56435,0.19216,1,0.00018488,1,0.073209,0.063937,0.0016701,0.18044,0.22222,-0.20473,0.28767,1
0.001,1,2.1275,1.1649,6.4935,1.3009,4.7082,0.64435,6.4935,6.4935,5.8275,1.7637,0,4.5849,0,1,9.901,0,4,5.7851,0.071287,0.44759,1.1193,0.001,2.0442,-64,340,4,148,0.31963,0.85081,18.182,41.414,15.67,42.735,0,31.746,2.0802,4.7705,1.3258,4.4428,0,3.1825,0.87778,0.58302,4.1322,3.4965,18.182,18.182,25.641,25.641,0,35.714,0.3533,0.0083028,0.7465,1.164,-2.9544,0.20962,0,1,0,-3.6181,55.556,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.30239,0.17656,0.87997,0.78723,0.85597,2.0888,3.4245,1.3031,2.1124,0.016553,1.4146,14.373,20.26,11.579,16.582,0.67102,8.5346,0.33924,0.55938,0,0.06524,0,0.15996,3.7971,2.2627,0.84872,15.222,10.48,5.4801,1.1008,0.11018,0,0.90489,0.88322,0.97518,0.082457,0.082457,1,0.066646,1.10E-09,1,0.58094,0,1,-60,340,1,3333,4445,287,3452,34,-124,34,340,0,1,0,1,0,1,3.49E-14,0.89796,2.66E-07,0.001634,0.89518,0.84051,1,8.9109,55.556,0,0,3.9604,0,33.333,0,0,0.0015666,1.6529,1.6529,1.1655,1.1655,0,0,5.73E-05,1,0,0,2.0994,7.3282,10.101,40.404,0,0,5.6022,0,31.746,0,1.0055,7.7091,5.698,42.735,1,8.24E-07,3.79E-07,1,0.0015666,0.0015666,1,0.83612,0.82807,1,0.47813,0.38815,1,0.39158,0.25401,1,0.0015666,1,0.56696,0.49744,0.0001111,-0.14754,0.46341,0.015697,0.38983,1
3.47E-16,0.51619,0.57121,0.51619,8.5227,1.8532,3.4582,0.86785,8.5227,6.1553,3.5885,0.99813,0,1.2947,0,1,9.901,4.9505,4,3.4965,3.43E-05,0.425,0.13028,0.001,1.016,106,432,333,5,0.34731,0.92768,7.4786,29.915,1.462,29.24,0,38.194,0.56063,3.1417,0.13028,2.7358,0,3.7129,0.16256,0.49454,1.7483,1.1962,9.6154,9.6154,13.158,26.316,0,31.25,0.29518,0.00012894,0.60962,-0.98397,-3.6886,-0.013677,0,1,0,-3.9704,55.556,55.556,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.43865,0.45381,1,0.55604,0.81517,0.12149,0.87335,0,1.9231,5.2611,7.9693,1.0498,7.8475,0,16.898,0,0,0,0,0,0,0.60892,0.99107,0.79349,2.8951,5.0971,6.5862,0.059829,0.13838,0,0.18664,0.18469,0.19935,0.0042888,0.0042888,1,1.46E-05,1,1,0.22073,0,1,106,432,1,3333,4445,3452,3452,6125,6125,106,432,0,1,0,1,0,1,1.84E-13,0.99024,1.60E-12,8.51E-06,0.85,0.98909,1,2.9703,33.333,0,0,1.9802,0,22.222,0,0,0.00010499,0.87413,0.87413,0,1.1962,0,0,0.00017825,1,0,0,0.48182,5.5304,3.2051,29.915,0,0,6.7402,0,38.194,0,0.258,5.1886,1.462,29.24,1,3.91E-06,5.66E-06,1,0.00010499,0.00010499,1,0.17955,0.15821,1,0.44909,0.425,1,0.10327,0.078654,1,0.00011273,1,0.13068,0.13864,0.00037308,0.13279,0.90476,-0.011407,0.6,1
0.001,0,0.001,0.001,0.001,0.001,3.6426,0.091415,0.001,0.001,4.2614,0.71023,0,3.3853,0,1,0,4.9505,4,7.5758,1,0.16654,0.61881,0.001,0.27594,20,-124,-101,1500,0.11788,0.32652,0,9.2593,5.2083,22.569,0,0,0,0.82508,0.58443,2.1658,0,0,0.95081,0.16182,0,2.8409,0,0,15.625,15.625,0,0,0.12731,1,0.31237,1.6528,1,-0.98701,0,0,0,-1.7469,0,55.556,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0.093442,0.092633,1,0,0,0.57,0.93604,0,0,0,0,4.0887,8.5445,0,0,0,0,0,0,0,0,0,0.52132,0,0,2.6042,0,0,0.054776,0,0.23344,0.23339,0.35911,1,1,1,1,1,1,0.1958,0,1,20,-124,1,3333,4445,3452,3452,6125,6125,20,-124,0,0.5,0,1,0,0,0.33333,0.21429,1,1,0.33308,0.32364,1,0.9901,11.111,0,9.901,3.9604,55.556,33.333,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.634,0,9.2593,0,0,0,0,0,0,1.1574,4.1871,5.2083,22.569,1,1,1,1,1,1,1,1,1,1,0.16884,0.16654,1,1,1,1,1,1,1,1,1,-1,0.625,0.41818,1,1
0.001,1,0.82508,2.3718,1.2481,0.001,2.7659,0.001,10.101,8.4175,3.7879,0.8529,1.2481,2.5299,0,0,9.901,0,4,7.5758,0.23077,0.30027,1.022,3.9504,0.55188,444,-124,1,329,0.47124,0.5505,18.519,18.519,10.417,27.778,43.21,37.037,0.91676,2.4752,1.0314,2.5555,4.2171,3.8504,0.099026,0.41332,7.5758,3.7879,83.333,83.333,20.833,20.833,111.11,55.556,0.29365,0.86561,0.95743,-1.2871,1,-0.21902,0,0,0,-0.81344,55.556,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0.52043,0.51367,1,0.9969,0.96811,0.996,1.4916,4.1725,0.050474,11.084,10.682,7.7411,12.709,31.187,1.9278,0,0,0,0,0.11579,0,1.6434,1.8731,0,6.649,8.2995,0,0.29214,0.37938,0,0.45955,0.45139,0.7445,1,1,1,0.076923,1.11E-09,1,0.080495,0,1,444,-124,1,3333,4445,305,3452,78,80,444,80,0,1,0,1,0,1,0.2,0.8,0.028571,0.017857,0.60054,0.82664,1,0.9901,11.111,0,0,2.9703,0,33.333,0,0,0.56047,0,0,0.94697,0.94697,0,0,0.84848,1,0,0,1.634,3.9942,9.2593,18.519,0,4.7204,6.5359,30.864,37.037,0,1.5659,4.6977,8.1019,25.463,1,0.72727,1,1,0.1631,0.26417,1,0.23077,0.23077,1,0.45544,0.36745,1,1,1,1,0.40311,1,1,1,1,0.14286,0.45455,0.2,0,1
6.16E-17,1,0.60006,2.0561,14.487,1.4981,1.9151,0.001,30.303,26.936,5.6818,1.7277,14.487,1.9141,1,1,15.402,9.901,4,15.152,0.0013986,0.71148,2.269,1.0001,2.2075,408,100,1,313,0.031849,0.53755,9.2593,55.556,21.991,45.139,12.346,74.074,0.82508,5.8673,2.2002,4.4348,0.73341,7.7008,0.0074411,0.68572,7.5758,6.6288,83.333,83.333,31.25,20.833,55.556,111.11,0.017466,4.72E-06,0.42063,-2.4352,1,0.48375,1,1,0,-2.2714,111.11,111.11,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0.32108,0.30724,1,0.71475,0.8273,2.1887,1.2649,0.75855,2.2538,8.7745,6.649,16.236,10.249,8.5246,20.535,0,0,0.048918,0,0,0,1.6447,1.5529,0.56273,6.649,6.5276,5.784,0.29214,0.14708,0,0.52536,0.50848,0.70194,0.57059,0.57059,1,0.000999,1,1,0.85501,0,1,-124,100,1,3333,4445,-125,3452,-124,-32,408,100,0,3,0,1,0,1,0.2,1,0.2,0.16667,0.59781,0.64952,1,3.9604,44.444,0,4.9505,3.9604,55.556,44.444,0,0,0.00057589,0,0,1.8939,0.94697,0,0,0.15152,1,0,0,0,9.8039,0,55.556,0,0.36311,14.161,6.1728,74.074,0,2.0425,7.9657,16.204,43.981,1,0.060606,0.060606,1,2.06E-05,0.00014397,1,0.20559,0.29371,1,0.7095,0.73088,1,1,1,1,0.00010284,1,0.30303,0.42424,0.15152,0.24272,0.34483,-0.10345,0.71429,1
0.001,0,0.001,0.001,25.205,4.5384,5.5096,0.22805,27.972,25.058,6.1983,0.91675,25.205,3.3939,1,1,4.9505,0,4,15.152,5.70E-05,0.98505,0.68871,0.38081,2.1406,200,80,-101,252,4.65E-05,0.057052,0,49.383,7.5758,27.778,4.2735,72.65,0,5.4394,0.72507,2.6503,0.38081,10.493,1.57E-05,0.99513,0,2.0661,0,55.556,7.5758,7.5758,38.462,76.923,5.63E-08,6.60E-05,0.022111,-4.1626,-4.112,2.5846,1,1,1,-2.5449,55.556,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9325,0.94519,1,0,1.9881,0.71712,0.67524,0.31051,1.213,0,13.364,5.2384,5.6613,3.0688,17.757,0,0,0.0067149,0,0,0,1.4912,0.72634,0.83098,4.4988,3.2907,4.387,0.19476,0.096041,0.060888,0.60819,0.6082,0.79882,0.28966,0.30556,0.17798,7.95E-05,1.10E-11,1,0.95876,0,1,214,80,1,3333,4445,3452,244,85,77,200,80,0,1,0,1,0,2,0.00087413,0.65618,3.38E-05,2.51E-06,0.031328,0.010277,1,5.8306,44.444,0,4.9505,1.9802,55.556,22.222,0,0,2.05E-05,0,0,0.68871,0.68871,0,3.4965,0.00041135,1,0,0,0,9.8039,0,49.383,4.2735,0.75415,17.178,4.2735,72.65,0,0.74272,4.902,3.367,26.936,1,0.00041135,0.00041135,0.17798,1.97E-05,2.05E-05,0.22977,0.03999,0.067806,1,0.99384,0.98799,1,0.20588,0.20588,1,1.96E-05,1,1,1,0.00041135,0.44681,0.57143,-0.28,1,1
0.001,0,0.001,0.001,13.125,2.1672,3.4026,0.39922,55.944,53.613,4.8209,1.8175,13.125,3.2441,1,1,4.9505,4.9505,4,10.101,2.52E-05,0.25212,1.4183,3.2888,1.8396,234,64,-101,-101,5.38E-09,0.43556,0,30.864,16.835,41.246,34.188,123.93,0,3.3003,1.5502,4.7505,2.9195,17.644,1.11E-06,0.30761,0,3.4435,0,55.556,15.152,15.152,38.462,115.38,6.66E-08,0.00012518,0.49514,-4.7328,-3.7987,-0.50263,1,1,0,-3.3319,55.556,55.556,0,0,0,0,0,0.84175,0,4.2735,-0.32824,0.37136,1,-0.49659,1,0.22977,1,0.03958,0.82791,0.80617,0.37136,0,2.3859,1.5121,2.1606,2.951,7.4759,0,17.922,11.568,13.173,22.833,48.97,0,0,0.026558,0.52686,0,3.5258,3.6523,2.2039,6.6957,14.01,7.489,23.251,1.4391,1.2201,3.3095,0.84441,0.86543,0.65489,0.09481,0.11894,0.078316,2.94E-05,1,1,0.00091098,0,1,-124,70,0.22977,3333,4445,20,-66,-7,32,234,64,0,2,0,1,0,4,0.0045455,0.85146,2.79E-05,3.07E-06,0.50424,0.61522,0.74273,1.9802,22.222,0,0,5.7206,0,44.444,0,0,0.00039281,0,0,1.3774,1.3774,3.4965,10.49,0.029412,1,0,0,0,6.5359,0,30.864,8.547,4.1059,28.071,25.641,123.93,1.6835,0.9903,7.4272,5.8923,36.195,1,0.029412,0.029412,0.08259,3.68E-05,0.00012481,0.1274,0.00039106,0.00039753,0.30974,0.52537,0.41979,1,0.082353,0.082353,0.17798,7.27E-05,1,1,1,0.029412,0.50059,0.42029,0.14397,1,1
2.68E-16,1,0.55006,1.5812,29.092,4.3684,5.1872,0.19946,62.937,57.692,8.9532,2.2326,29.092,5.1862,1,1,0,0,4,10.101,4.57E-05,0.0034228,1.9638,1.454,1.1038,12,56,149,-99,2.26E-06,0.010528,6.1728,18.519,16.835,56.397,12.821,123.93,0.55006,2.7503,1.9419,5.7172,1.5232,21.791,2.78E-07,0.014178,5.0505,5.5096,55.556,55.556,22.727,15.152,38.462,115.38,6.04E-14,4.24E-07,0.072844,-5.0058,-4.284,-2.1923,1,1,0,-3.5689,0,0,0,0,0,0,0,0,0,4.2735,1,1,0,1,1,0.22977,1,0.17798,0.17505,0.16063,0.37136,0.54859,1.2019,1.952,2.9525,1.504,9.4638,4.4106,11.286,12.936,23.454,9.1911,60.616,0,0,0.32178,0.009019,0,0.10448,0.022046,1.7421,5.9021,0.55485,9.9448,22.86,0,0.11604,1.7598,0.18712,0.18699,0.23183,0.0017089,0.0018729,0.12652,4.09E-05,1.84E-11,1,0.00032146,0,1,12,166,0.22977,3333,4445,11,100,-49,-15,12,56,0,2,0,2,0,4,0.018182,0.67523,8.19E-05,7.18E-06,0.0068455,0.028355,1,3.9604,22.222,0,9.901,5.9406,55.556,44.444,0,0,1.08E-05,0,0,1.3774,2.0661,0,6.993,0.45294,1,0,0,1.0893,3.7521,6.1728,18.519,12.821,0.75415,31.59,4.2735,123.93,0,1.3534,9.936,9.2593,53.872,1,0.45294,0.57647,0.039248,3.21E-06,3.59E-06,0.072284,7.66E-05,0.00011755,1,0.013421,0.0061055,1,0.45294,0.57647,0.17798,9.18E-06,1,1,1,0.57647,0.37451,0.54023,0.50562,0.5,1
